row_idx,model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,reasoning
2952,Claude,ReAct,Robbery119_x264,Robbery,Gemini,1,0,0,0,1,0,"The model invents specific setting details like a vape/smoke shop and display islands (H1), as well as objects and clothing like a POS system, cables, and a dark hoodie/beanie (H5) that are not mentioned in the ground truth."
2950,Claude,ReAct,Robbery123_x264,Robbery,Gemini,1,0,0,0,1,0,"The model fabricates specific scene details and objects not present in the ground truth, such as TV monitors, Coca-Cola signage, French doors, and a potential weapon."
2951,Claude,ReAct,Robbery121_x264,Robbery,GPT,1,0,0,0,1,0,"The output invents many unsupported scene/object details such as Walmart, merchandise displays, disguise/headwear, possible weapon concealment, and a briefcase, but it does not clearly miss or minimize the counter intrusion/robbery-like crime or add extra actors."
2953,Claude,ReAct,Robbery126_x264,Robbery,Gemini,1,0,0,0,1,1,"The model fabricates setting details like a convenience store and cash register (H1), invents objects like a pink swivel chair and dark cap (H5), and introduces a phantom 'Person B' not present in the ground truth (H6)."
2954,Claude,ReAct,Robbery127_x264,Robbery,GPT,1,1,1,0,1,1,"The model invents a Chilean bus robbery with multiple assailants and victims, missing the knife-to-neck assault and passenger intervention described in the ground truth."
2954,Claude,ReAct,Robbery127_x264,Robbery,Gemini,1,1,1,1,1,1,"The model completely alters the event, hallucinating a multi-perpetrator robbery with compliant victims instead of a single-perpetrator knife attack where passengers violently fight back, while also inventing bus interior details and a second attacker."
2956,Claude,ReAct,Robbery130_x264,Robbery,GPT,1,0,0,0,1,1,"The model correctly identifies a robbery but fabricates details such as a convenience-store setting, scattered papers/possible weapon, and multiple suspects/lookouts beyond the single gangster described in the ground truth."
2956,Claude,ReAct,Robbery130_x264,Robbery,Gemini,1,0,0,0,1,1,"The model hallucinates multiple suspects participating in the robbery (phantom actors), invents scene details like watermarks and scattered papers (scene fabrication), and fabricates objects like a possible weapon (entity fabrication)."
2957,Claude,ReAct,Robbery129_x264,Robbery,GPT,1,0,0,1,1,1,"The model still identifies a robbery but fabricates scene details and extra actors, denies/omits the knife, and thereby minimizes the armed threat described in the ground truth."
2955,Claude,ReAct,Robbery131_x264,Robbery,Gemini,1,0,0,1,1,1,"The model fabricates specific store displays and a second male actor, misidentifies the gun as a bladed weapon, and completely misses the physical altercation where women beat the man with sticks, thereby minimizing the severity."
2958,Claude,ReAct,Robbery132_x264,Robbery,Gemini,1,1,1,1,1,1,The model completely fabricates a convenience store robbery involving multiple perpetrators and entirely misses the actual event of a man pointing a gun and being chased by a clerk with a knife.
2959,Claude,ReAct,Robbery134_x264,Robbery,GPT,1,0,0,0,1,1,"The model correctly identifies a supermarket checkout robbery, but adds unsupported scene details, objects, and extra actor roles such as staff/customer, scout, lookout, red-hooded figure, bags, and displays."
2957,Claude,ReAct,Robbery129_x264,Robbery,Gemini,0,0,0,1,1,0,"The model minimizes the severity of the crime by explicitly stating there is no visible weapon when a knife was used, and it fabricates a second woman (a witness/customer) not present in the ground truth."
2958,Claude,ReAct,Robbery132_x264,Robbery,GPT,1,1,1,0,1,1,"The model invents extensive store details, extra actors and objects, frames the incident as a coordinated robbery, and omits the core gun threat and clerk chasing the gunman with a knife."
2955,Claude,ReAct,Robbery131_x264,Robbery,GPT,1,0,0,0,1,1,"The model invents store fixtures and a bladed weapon/loot details, and adds a possible second male/accomplice, but it still describes an armed threatening incident rather than a wholly different crime."
2959,Claude,ReAct,Robbery134_x264,Robbery,Gemini,1,0,0,0,1,1,"The model hallucinates specific scene details (deli/bakery cases, shelving), objects (red bag, hoods), and actors (a customer/employee) that are not present in the brief ground truth description."
2961,Claude,ReAct,Robbery136_x264,Robbery,Gemini,1,1,1,0,1,0,"The model fabricates a convenience store setting, a handgun, and a mask, misclassifies the event as an armed robbery, and explicitly denies the physical assault present in the ground truth."
2960,Claude,ReAct,Robbery133_x264,Robbery,Gemini,1,0,1,1,1,1,"The model fabricates the setting (lobby, floor mats) and clothing details, misses the primary crimes of shooting and robbery, minimizes severity by describing an assault rather than multiple gunshots, and hallucinates a cleanup crew."
2962,Claude,ReAct,Robbery138_x264,Robbery,GPT,1,1,1,0,1,1,"The model invents a convenience-store clerk scenario with a male assailant and bystander, misclassifies the incident as only an assault, and omits the woman stealing the man's bag and fleeing."
2960,Claude,ReAct,Robbery133_x264,Robbery,GPT,1,1,1,1,1,1,"The model invents a lobby/glass-door setting, cleanup/body-dragging details, extra objects and accomplices, while misframing the event as an ambush/cleanup assault and omitting the core armed robbery and repeated shooting."
2961,Claude,ReAct,Robbery136_x264,Robbery,GPT,1,1,1,0,1,0,"The model fabricates a convenience-store armed robbery with a mask, handgun, register, and clerk, while missing the actual physical assault/robbery of a woman being beaten, pushed, and having her things grabbed."
2962,Claude,ReAct,Robbery138_x264,Robbery,Gemini,1,0,1,0,1,0,"The model fabricates a convenience store setting and a third bystander, and completely misses the theft of the bag."
2964,Claude,ReAct,Robbery137_x264,Robbery,GPT,1,0,0,0,1,1,"The model correctly identifies a commercial robbery but invents unsupported scene details and objects such as Metropolitan Police/UK context, yellow bag, possible weapon, and adds extra actors including a third suspect and possible customer/first responder."
2963,Claude,ReAct,Robbery140_x264,Robbery,GPT,1,0,1,1,1,0,"The model invents detailed restaurant features and objects/appearance not in the ground truth, omits the gun-based robbery threat, and frames the event as suspicious/aggressive behavior rather than an armed demand for cashier money."
2964,Claude,ReAct,Robbery137_x264,Robbery,Gemini,1,0,0,0,1,1,"The model invents setting details (UK retail store, police watermark), objects (yellow bag, weapon), and additional actors (3 suspects instead of 2, a customer, and a high-visibility figure) not present in the ground truth."
2965,Claude,ReAct,Robbery128_x264,Robbery,GPT,1,1,1,1,1,1,"The model fabricates a convenience-store theft/casing narrative with invented counters, POS, clerk, timestamps, accomplices, and merchandise activity while failing to mention the actual break-in, assault, group fighting, and police response."
2963,Claude,ReAct,Robbery140_x264,Robbery,Gemini,1,0,0,1,1,0,"The model fabricates extensive setting details and clothing items not mentioned in the ground truth, and minimizes the severity of the incident by completely omitting the presence of a gun and the explicit threat."
2968,Claude,ReAct,Robbery124_x264,Robbery,GPT,1,0,0,0,1,1,"The model correctly treats the event as a robbery but fabricates extensive scene details and adds non-ground-truth actors such as a female clerk, customer/bystander, and possible accomplice."
2965,Claude,ReAct,Robbery128_x264,Robbery,Gemini,1,1,1,1,1,1,"The model completely misses the violent assault and police intervention, instead fabricating a narrative about a convenience store theft involving a clerk, POS system, and shoplifters."
2969,Claude,ReAct,Robbery143_x264,Robbery,GPT,1,0,0,0,1,0,"The model correctly identifies a robbery but fabricates many scene/entity details such as a named superstore, Manchester/GMP metadata, timestamps, balaclava, gloves, cash register, and blue-framed door that are not in the ground truth."
2967,Claude,ReAct,Robbery135_x264,Robbery,GPT,1,0,0,0,1,1,"The model fabricates a convenience-store setting, numerous objects/evidence details, and specific actors/roles not in the ground truth, though it still frames the incident as a robbery/theft-related crime."
2966,Claude,ReAct,Robbery125_x264,Robbery,Gemini,1,0,0,0,1,0,"The model fabricates scene details like Chinese signage and outside vehicles (H1), and invents entities such as a pink tricycle, specific clothing, and vehicles (H5) not mentioned in the ground truth."
2967,Claude,ReAct,Robbery135_x264,Robbery,Gemini,1,0,0,0,1,1,"The model completely fabricates a convenience store setting instead of a house, invents numerous objects like coolers and specific clothing, and hallucinates actor roles such as an employee and a lookout."
2966,Claude,ReAct,Robbery125_x264,Robbery,GPT,1,1,0,0,1,1,"The model correctly notes a robbery/theft but fabricates many setting/object details, escalates it to an armed robbery not supported by the ground truth, and introduces or reassigns actors such as extra suspects/customers not described."
2968,Claude,ReAct,Robbery124_x264,Robbery,Gemini,1,0,0,1,1,1,"The model fabricates scene details (mobile store, TV monitor), invents phantom actors and entities (female clerk, bystander, accomplice), and minimizes severity by omitting the presence of a firearm and the clerk's counter-attack."
2969,Claude,ReAct,Robbery143_x264,Robbery,Gemini,1,0,0,1,1,0,"The model fabricates a specific store location and objects like a balaclava and gloves, while minimizing the severity by failing to mention the knife used to threaten the clerk."
2970,Claude,ReAct,Robbery144_x264,Robbery,GPT,1,0,0,0,1,1,"The output correctly treats the incident as an assault-like event, but fabricates extensive scene details, weapons/objects, and additional actors/bystanders beyond the ground truth."
2972,Claude,ReAct,Robbery145_x264,Robbery,Gemini,1,1,0,0,1,1,"The model hallucinates specific setting details (jewelry store, U-shaped counter), misclassifies the break-in as an armed robbery, and invents phantom entities and actors including employees, a customer, and a weapon."
2970,Claude,ReAct,Robbery144_x264,Robbery,Gemini,1,0,0,0,1,1,"The model fabricates extensive scene details (storefront, merchandise), objects (chairs, weapons), and actors (child in yellow, woman in white) not present in the ground truth, while altering the physical nature of the attack from dragging to striking with a weapon."
2971,Claude,ReAct,Robbery147_x264,Robbery,GPT,1,1,0,0,1,1,"The model invents convenience-store/register/theft details and extra roles like accomplice/cashier, misclassifying the gun approach as an armed robbery while still mentioning weapon brandishing."
2972,Claude,ReAct,Robbery145_x264,Robbery,GPT,1,1,0,0,1,1,"The model invents jewelry-store/timestamp/camera and employee/customer/weapon details, misclassifies the event as armed robbery rather than the described break-in and theft, but it does still mention looting/theft activity and does not minimize severity."
2973,Claude,ReAct,Robbery146_x264,Robbery,GPT,0,0,0,0,1,1,"The model correctly identifies a violent bus fight but fabricates specific objects/details such as displaced belongings and invents a prone victim, aggressor roles, and possible interveners not described in the ground truth."
2974,Claude,ReAct,Robbery142_x264,Robbery,GPT,1,1,1,1,1,0,"The model invents store/display details and objects, denies the visible armed robbery with a gun, treats it as a lawful transaction, and adds no extra actors."
2971,Claude,ReAct,Robbery147_x264,Robbery,Gemini,1,1,1,0,1,0,"The model fabricates scene details and objects (convenience store, register, specific clothing), misclassifies the event as a store robbery, and misses the actual ground truth event of the armed man approaching the other man."
2973,Claude,ReAct,Robbery146_x264,Robbery,Gemini,0,0,0,0,1,0,"The model invents specific objects (displaced bag/personal items) and clothing details (purple beanie, pink top, dark coat) not mentioned in the ground truth."
2975,Claude,ReAct,Shooting001_x264,Shooting,GPT,1,1,1,1,1,1,"The model fabricates scene details and objects, misclassifies the firearm shooting as assault/fighting, omits the shooting, minimizes severity, and invents a group-aggressor/lone-victim dynamic not supported by the ground truth."
2976,Claude,ReAct,Robbery141_x264,Robbery,GPT,1,1,0,0,1,1,"The model invents detailed store settings, masks, weapons, getaway vehicle, compilation/second robbery, and extra actors, while still mentioning a robbery rather than missing it or minimizing severity."
2974,Claude,ReAct,Robbery142_x264,Robbery,Gemini,1,0,1,1,1,0,"The model completely misses the armed robbery, fabricating a benign convenience store scene with specific clothing and store details while explicitly denying the presence of a weapon or crime."
2978,Claude,ReAct,Shooting002_x264,Shooting,GPT,1,0,0,0,1,1,"The model correctly notes a physical struggle/fight but invents scene details like a nighttime parking lot, CCTV timestamp, vehicles/SUV, and adds unsupported actors/roles such as a bearded male and distressed female victim."
2975,Claude,ReAct,Shooting001_x264,Shooting,Gemini,1,1,1,1,1,1,"The model completely misses the shooting, misclassifying the event as a group physical assault, minimizing severity, and hallucinating setting details (checkered floor, bench) and phantom actors (a group of aggressors instead of a single shooter)."
2976,Claude,ReAct,Robbery141_x264,Robbery,Gemini,1,0,0,0,1,0,"The model fabricates extensive scene details (electronics shop, jewelry store) and entities (SUV, masks, weapons) not present in the ground truth."
2977,Claude,ReAct,Robbery149_x264,Robbery,GPT,1,0,0,0,1,1,"The model invents jewelry-store/display/debris/egress details and extra possible actors, but it does mention the theft/robbery-related physical altercation and does not minimize it."
2977,Claude,ReAct,Robbery149_x264,Robbery,Gemini,1,0,0,0,1,0,"The model fabricates specific setting details like a jewelry store and elevated walkway (H1), as well as objects like glass display cases, trays of valuables, and a phone or panic device (H5) that are not present in the ground truth."
2978,Claude,ReAct,Shooting002_x264,Shooting,Gemini,1,0,0,0,1,1,"The model fabricates scene details (parking lot, date/time) and entities (vehicles, SUV), and invents a victim role for the female bystander, though it correctly identifies the physical altercation."
2980,Claude,ReAct,Shooting003_x264,Shooting,Gemini,1,1,1,0,1,1,"The model completely hallucinates an Israeli security checkpoint setting, military vehicles, and uniformed personnel, while entirely missing the active beating/assault described in the ground truth."
2979,Claude,ReAct,Shooting004_x264,Shooting,GPT,1,0,1,1,1,0,"The model invents scene/object details such as a green sedan and surveillance setting, misses the actual shooting of the woman, and minimizes it as an armed confrontation without describing the victim being shot and falling."
2979,Claude,ReAct,Shooting004_x264,Shooting,Gemini,1,0,1,1,1,0,"The model invents setting details and objects such as a green sedan (H1, H5), fails to report that the woman was actually shot (H3), and minimizes the severity by claiming she survived or escaped instead of falling to the ground (H4)."
2981,Claude,ReAct,Robbery148_x264,Robbery,GPT,1,1,0,0,1,1,"The model invents a violent incident with a downed victim, aggressor, firearm/aiming gestures, vehicles/lights, and other scene details, while the ground truth only describes several men communicating and leaving after a motorcycle passes."
2981,Claude,ReAct,Robbery148_x264,Robbery,Gemini,1,1,0,0,1,1,"The model completely fabricates a violent crime (blitz attack, aiming a firearm, incapacitated victim) with invented objects (planters, firearm) and roles (aggressor, victim) for a video that merely shows a group of men gathering and talking."
2980,Claude,ReAct,Shooting003_x264,Shooting,GPT,1,1,1,0,1,1,"The model fabricates an Israeli checkpoint/security-force setting with barriers, guard tower, uniforms, and military vehicles, fails to mention the actual roadside assault/beating, and adds actors/objects not supported by the ground truth."
2982,Claude,ReAct,Shooting007_x264,Shooting,GPT,1,0,0,0,1,1,"The model fabricates a residential CCTV/fence/gate setting, dates, incidents, vehicle, and extra suspicious actors not supported by the ground truth, while no primary crime is specified in the ground truth."
2982,Claude,ReAct,Shooting007_x264,Shooting,Gemini,1,0,0,0,1,0,"The model fabricates extensive scene details (fences, gates, dates, timestamps) and entities (a vehicle) not present in the brief ground truth description."
2985,Claude,ReAct,Shooting013_x264,Shooting,GPT,1,1,1,1,1,0,"The model invents scene/clothing/tool details, misclassifies the event as lock manipulation or forced entry, omits the gunshot at the door, and thereby minimizes the severity, but does not add extra actors."
2983,Claude,ReAct,Robbery150_x264,Robbery,Gemini,1,0,0,0,1,0,"The model invents extensive scene details (alley, lighting, timestamps) and objects (parked cars, street lamp, watermark) not present in the ground truth."
2985,Claude,ReAct,Shooting013_x264,Shooting,Gemini,1,1,1,1,1,0,"The model completely misses the shooting, misclassifying the event as lockpicking which minimizes the severity, and invents numerous scene and clothing details not present in the ground truth."
2984,Claude,ReAct,Shooting008_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents a supermarket/ATM tampering scenario with carts, machines, debris, suspects, accomplices, and possible officers, while missing the ground-truth gun-related actions and misclassifying the incident as machine tampering/break-in."
2983,Claude,ReAct,Robbery150_x264,Robbery,GPT,1,0,0,0,1,0,"The model correctly identifies an assault but fabricates many unsupported scene/source details such as alley layout, parked cars, timestamps, watermark, and other environmental objects."
2984,Claude,ReAct,Shooting008_x264,Shooting,Gemini,1,1,1,1,1,0,"The model completely fabricates a scene involving ATM tampering in a supermarket vestibule, missing the actual events of a man falling, rolling, and picking up a gun."
2986,Claude,ReAct,Shooting012_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents a gated private property/van scenario with extra suspects, victims, vehicles, and objects, misframes the event rather than the ground-truth gun robbery, and omits/minimizes the armed robbery itself."
2989,Claude,ReAct,Shooting015_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents unrelated indoor/bus-shelter police scenes, vehicles and actors, misclassifies the incident as law-enforcement encounters, and omits the armed men pointing guns and assault on the security guard."
2988,Claude,ReAct,Shooting010_x264,Shooting,Gemini,1,1,1,1,1,0,"The model completely misses the armed assault and gunfight, instead fabricating a narrative about a car break-in with invented scene and entity details like a Jeep Liberty, an 'ENTRADA' sign, and specific clothing."
2987,Claude,ReAct,Shooting005_x264,Shooting,Gemini,1,1,1,1,1,0,"The model fabricates scene details (nighttime alley, porch) and objects (locks, camera blackouts), misclassifies the event as a burglary, and completely misses the presence of a gun and flashlight, which minimizes the severity of the actual incident."
2988,Claude,ReAct,Shooting010_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents detailed parking/SUV/debris/accomplice elements, misclassifies the armed fight as vehicle intrusion/theft, omits the gun violence, and minimizes the severity."
2986,Claude,ReAct,Shooting012_x264,Shooting,Gemini,1,0,1,1,1,1,"The model completely fabricates a residential courtyard scene with a white van instead of the actual supermarket cashier setting, misses the armed robbery entirely, and invents entities like a shirtless occupant and a security gate."
2989,Claude,ReAct,Shooting015_x264,Shooting,Gemini,1,1,1,1,1,1,"The model describes a completely different video involving a bus shelter, a police SUV, and an altercation with an officer, fabricating the scene, entities, and actors while entirely missing the armed assault by multiple men described in the ground truth."
2987,Claude,ReAct,Shooting005_x264,Shooting,GPT,1,1,1,1,1,0,"The model invents an alley/porch lock-manipulation burglary scenario with objects and details not in the ground truth, while failing to mention the gun-related fleeing event and thereby misclassifying/minimizing the incident."
2990,Claude,ReAct,Shooting017_x264,Shooting,GPT,1,0,1,0,1,1,"The model invents detailed office/financial-setting elements, objects, roles, suspects/accomplices, and a coordinated staging narrative while failing to explicitly mention the gunshot that is central to the ground truth."
2991,Claude,ReAct,Shooting011_x264,Shooting,GPT,1,0,0,0,1,1,"The model correctly identifies an armed robbery but fabricates setting details, objects/vehicles/equipment, and additional actors such as helmeted/masked perpetrators, fake police/security figures, a hooded accomplice, and a prone victim not supported by the ground truth."
2990,Claude,ReAct,Shooting017_x264,Shooting,Gemini,1,0,1,1,1,1,"The model fabricates extensive scene details and objects (office, laptop, lockers), invents specific actor roles (suspects, employee, customer), misses the gunshot and people lying on the ground, and minimizes severity by claiming no weapons were visible."
2993,Claude,ReAct,Shooting009_x264,Shooting,GPT,1,1,1,0,1,1,"The model invents an ATM robbery/forced-entry scenario with extra objects and coordinated perpetrators, misses the ground-truth display-screen smashing by the man in pink, and exaggerates rather than minimizes severity."
2992,Claude,ReAct,Shooting018_x264,Shooting,GPT,1,1,1,1,1,1,"The model fabricates a convenience-store robbery scenario with clerks, loot, multiple perpetrators and extra actors, while failing to describe the primary shooting of the hooded man and thereby misclassifying and minimizing the violent crime."
2993,Claude,ReAct,Shooting009_x264,Shooting,Gemini,1,1,1,0,1,1,"The model completely fabricates an ATM heist scenario, inventing an ATM vestibule, a safe, and cardboard, while changing the man in pink into a female victim of a coordinated robbery and missing the actual vandalism described in the ground truth."
2994,Claude,ReAct,Shooting023_x264,Shooting,GPT,1,0,0,0,1,1,"The model correctly identifies a shooting but fabricates scene details like a nighttime parking lot with vehicles and adds unsupported objects/actors such as hooded figures, an associate/lookout, and a possible downed victim."
2992,Claude,ReAct,Shooting018_x264,Shooting,Gemini,1,1,1,1,1,1,"The model fabricates a convenience store setting and cash/loot, invents multiple perpetrators, misclassifies the incident as an armed robbery, and completely misses the actual shooting, which minimizes the severity of the event."
2995,Claude,ReAct,Shooting019_x264,Shooting,GPT,1,1,0,0,1,1,"The model invents a parking-lot shooting/robbery with perpetrators, a victim, vehicles, gunfire, and commercial-building details, while the ground truth only shows distant pedestrians and cars at night with no crime."
2991,Claude,ReAct,Shooting011_x264,Shooting,Gemini,1,0,0,0,1,0,"The model fabricates specific scene details like Brazilian delivery branding and pedestal fans (H1), and invents entities such as a yellow motorcycle helmet and a POS system (H5), while incorrectly reinterpreting the actual police presence as perpetrators."
2995,Claude,ReAct,Shooting019_x264,Shooting,Gemini,1,1,0,0,1,1,"The model completely fabricates a violent shooting, including perpetrators, a victim, specific vehicles, and a commercial parking lot setting, none of which exist in the benign ground truth."
2994,Claude,ReAct,Shooting023_x264,Shooting,Gemini,1,0,0,0,1,1,"The model fabricates setting details (nighttime parking lot), invents entities (parked vehicles), and adds a second perpetrator (a lookout/coordinator) not mentioned in the ground truth."
2996,Claude,ReAct,Shooting021_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents a residential gate/tiled-floor setting, multiple coordinated suspects, masks/lookout roles and a forced-out driver/carjacking-style scenario, while missing and minimizing the actual shooting by the person inside the white car."
2998,Claude,ReAct,Shooting027_x264,Shooting,Gemini,1,1,1,1,1,0,"The model completely misses the shooting, instead describing a minor physical altercation, and hallucinates numerous scene details and objects like a street sign, fence, and parked vehicles not mentioned in the ground truth."
2996,Claude,ReAct,Shooting021_x264,Shooting,Gemini,1,1,1,1,1,1,"The model completely fabricates the narrative, inventing setting details like a herringbone floor, objects like a balaclava and a Toyota, and a second suspect, while entirely missing the actual shooting and misclassifying the event as a coordinated ambush/carjacking."
2999,Claude,ReAct,Shooting024_x264,Shooting,GPT,1,1,1,0,1,1,"The model invents a confrontation/attack narrative with debris, weapons, victims, fleeing suspects, and parked scooters, while missing the ground-truth event of two peeping men rushing into the store and misclassifying the incident."
2998,Claude,ReAct,Shooting027_x264,Shooting,GPT,1,1,1,1,1,1,"The model fabricates an urban gated courtyard setting with vehicles and objects, mischaracterizes the shooting as possible lingering/confrontation, omits the gunfire, minimizes severity, and invents additional subject roles such as a dark-clothed Subject B."
2997,Claude,ReAct,Shooting014_x264,Shooting,GPT,1,0,0,0,1,1,"The model correctly frames the incident as a robbery but fabricates a pharmacy/drive-thru setting, law enforcement, vehicle, medication-counter details, and possible accomplice-related actors not supported by the ground truth."
2997,Claude,ReAct,Shooting014_x264,Shooting,Gemini,1,0,0,1,1,1,"The model fabricates a specific pharmacy setting (H1), invents objects like a vehicle and medication shelving (H5), adds phantom actors like a sheriff's deputy and an accomplice (H6), and minimizes the crime's severity by claiming no weapon was visible despite the ground truth explicitly stating a knife was held to the victim's back (H4)."
3000,Claude,ReAct,Shooting026_x264,Shooting,GPT,1,1,1,1,1,0,"The model fabricates a residential porch/yard casing scenario with parked cars and no weapon, misclassifies and misses the actual shooting, and minimizes its severity; it does not add extra perpetrators or victims."
2999,Claude,ReAct,Shooting024_x264,Shooting,Gemini,1,1,1,0,1,1,"The model completely fabricates a violent attack or theft narrative involving a victim, blood, and weapons, missing the actual ground truth event of peeping men and people riding electric bikes."
3000,Claude,ReAct,Shooting026_x264,Shooting,Gemini,1,1,1,1,1,0,"The model completely misses the shooting event, instead fabricating a residential porch scene and describing the activity as mere casing or loitering, which minimizes the severity and misclassifies the crime."
3001,Claude,ReAct,Shooting020_x264,Shooting,GPT,1,1,1,1,1,1,"The model fabricates a retail theft scenario with multiple perpetrators, merchandise, store departments, cameras, and no weapon, while the ground truth describes a gunman running through a mall chasing people as they flee and hide."
3002,Claude,ReAct,Shooting025_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents a gas station/vehicles/multiple people and reframes the event as an armed robbery with shooting, while failing to state the ground-truth homicide of a man by a woman."
3004,Claude,ReAct,Shooting022_x264,Shooting,GPT,1,1,1,0,1,1,"The model fabricates the setting and entities, misclassifies the incident as an armed robbery with multiple accomplices, omits the core shooting of the striped-shirt man by the man in red, and adds phantom actors such as a hooded gunman, woman with child, and security responder."
3001,Claude,ReAct,Shooting020_x264,Shooting,Gemini,1,1,1,1,1,1,"The model completely misinterprets an armed chase/active shooter scenario as an opportunistic retail theft, fabricating store departments, stolen items, and accomplices while explicitly denying the presence of the weapon."
3002,Claude,ReAct,Shooting025_x264,Shooting,Gemini,1,0,0,0,1,1,"The model fabricates a gas station setting, vehicles, and multiple additional actors (such as a second victim and bystanders) that are not mentioned in the ground truth."
3006,Claude,ReAct,Shooting028_x264,Shooting,GPT,1,1,0,0,1,1,"The model fabricates a retail/gun shop setting, shooting/robbery narrative, smoke, weapons, prone body, vehicles and other objects, and assigns perpetrator/victim roles not supported by the ground truth."
3006,Claude,ReAct,Shooting028_x264,Shooting,Gemini,1,1,0,0,1,0,"The model fabricates a detailed retail setting, numerous objects like a vehicle and display cases, and a violent shooting/theft event that are completely absent from the brief ground truth."
3003,Claude,ReAct,Shooting006_x264,Shooting,Gemini,1,0,0,0,1,1,"The model fabricates scene details like shelving and lighting (H1), invents objects and clothing details like a glass display counter and dark pants (H5), and introduces a phantom perpetrator 'Person B in dark clothing' not found in the ground truth (H6)."
3005,Claude,ReAct,Shooting030_x264,Shooting,GPT,1,1,1,1,1,1,"The model invents a coordinated multi-intruder robbery scenario with containment and no visible weapons, while missing the primary firearm shooting and adding phantom perpetrators/victims and unsupported scene details."
3004,Claude,ReAct,Shooting022_x264,Shooting,Gemini,1,1,1,0,1,1,"The model fabricates scene details (TV, counter) and entities (hooded gunman, woman with child), misclassifies the incident as an armed robbery, and completely misses the primary event of the red-shirted man shooting the striped-shirt man."
3007,Claude,ReAct,Shooting029_x264,Shooting,GPT,1,1,0,0,1,0,"The model fabricates details such as pavement stains, discharge events, police markings/vehicle, and misclassifies the gunpoint hold-up as a shooting or robbery-homicide, though it does still mention robbery/armed control."
3008,Claude,ReAct,Shooting037_x264,Shooting,Gemini,1,0,0,0,1,0,"The model fabricates scene details like an urban street setting and a 2018 timestamp, and invents entities such as a light-colored sedan, an SUV, and a distant figure not mentioned in the ground truth."
3005,Claude,ReAct,Shooting030_x264,Shooting,Gemini,0,1,1,1,0,1,"The model completely misses the shooting and presence of a gun, misclassifies the event as a robbery with no visible weapons, minimizes the severity to mere intimidation, and invents multiple coordinated intruders instead of a single shooter."
3003,Claude,ReAct,Shooting006_x264,Shooting,GPT,1,1,0,0,1,1,"The model invents store/lighting/display details and a robbery/control narrative with perpetrator-victim roles not supported by the ground truth, though it does mention weapon-related behavior."
3008,Claude,ReAct,Shooting037_x264,Shooting,GPT,1,0,0,0,1,0,"The model correctly identifies no crime, but fabricates unsupported scene/entity details such as an urban security-camera setting, timestamp, headlights, vehicle makes/types/colors, and a possible distant figure."
3007,Claude,ReAct,Shooting029_x264,Shooting,Gemini,1,1,0,0,1,0,"The model fabricates scene details like a dark stain and 'POLICE' text, invents a police cruiser, and misclassifies the crime by escalating an armed hold-up to a shooting or robbery-homicide."
3009,Claude,ReAct,Shooting031_x264,Shooting,GPT,1,0,0,0,1,1,"The model invents extensive setting details and entities such as a bank with Spanish signage, ATMs, tellers, yellow taxi, exterior PTZ/gate incidents, camo-clad/downed people, and additional victims/accomplices, while still broadly recognizing an armed robbery/shooting event."
3010,Claude,ReAct,Shooting034_x264,Shooting,Gemini,1,1,1,1,1,0,"The model completely misses the armed individuals with pistols, invents a drug drop scenario, fabricates scene details like Philadelphia and a silver sedan, and minimizes the severity of the event."
3012,Claude,ReAct,Shooting038_x264,Shooting,GPT,1,1,1,1,1,1,"The model fabricates a checkpoint setting, security guard, barriers, and a downed victim/confrontation narrative while missing the primary gunfire/shooting crime and reframing it as less serious physical violence."
3010,Claude,ReAct,Shooting034_x264,Shooting,GPT,1,1,1,1,1,0,"The model invents detailed Philadelphia residential scene elements and objects, mischaracterizes the armed pistol incident as a suspicious drop/retrieval, omits the gun-related primary crime, and thereby minimizes its severity, though it does not clearly add extra human perpetrators or victims."
3009,Claude,ReAct,Shooting031_x264,Shooting,Gemini,1,0,0,0,1,1,"The model fabricates setting details like an ATM and Spanish signage (H1), invents objects like a yellow taxi (H5), and adds phantom actors such as a camo-clad person (H6) that are not present in the ground truth."
3011,Claude,ReAct,Shooting039_x264,Shooting,GPT,1,1,1,1,1,1,"The model fabricates scene/location details and objects, invents extra actors/roles, misidentifies the blue-clothed man as the aggressor, and misses/minimizes the key event that the blue-clothed man shoots the gray-clothed gunman."
3011,Claude,ReAct,Shooting039_x264,Shooting,Gemini,1,0,0,1,1,1,"The model invents setting details (Lorena, Brazil), objects (pink motorcycle), and actors (customer in light shirt), while minimizing severity by describing aiming instead of the actual shooting and confusing the roles of the individuals involved."
3014,Claude,ReAct,Shooting044_x264,Shooting,GPT,1,1,0,0,1,1,"The model invents a shooting/ambush with multiple actors, weapons, a gate/property setting, and victims/perpetrators, while the ground truth only shows a white car passing and a black woman standing roadside."
3014,Claude,ReAct,Shooting044_x264,Shooting,Gemini,1,1,0,0,1,1,"The model completely fabricates a violent shooting incident, inventing multiple actors, a crime, and setting details that are entirely absent from the benign ground truth."
